antigen_id,antigen_host_class,antigen_host_order,antigen_host_family,antigen_host_genus,antigen_host_species,antigen_collection_location_continent,antigen_collection_location_country,antigen_collection_location_region,antigen_collection_year
EPI669130,Aves,Galliformes,Phasianidae,Meleagris,,Asia,Israel,,2015
EPI1851783,Aves,Not Specified,,,,Asia,Laos,,2022
EPI1958001,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,United Kingdom,England,2022
EPI2008589,Aves,Not Specified,,,,North America,United States,Massachusetts,2022
EPI2086002,Aves,Passeriformes,Corvidae,Corvus,,North America,United States,Massachusetts,2022
EPI2780482,Aves,Not Specified,,,,Europe,Netherlands,"Vlieland, Noordzee strand",2022
EPI2807772,Aves,Anseriformes,Anatidae,,,Asia,Laos,,2022
EPI462793,Aves,Passeriformes,,,,Asia,Laos,,2022
EPI2140562,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Poland,Pomeranian Voivodeship,2023
EPI2176029,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,United Kingdom,,2023
EPI2188203,Aves,Charadriiformes,Laridae,Sterna,hirundo,South America,Brazil,Estado de Espirito Santo,2023
EPI2188219,Aves,Anseriformes,Anatidae,Anser,caerulescens,South America,Brazil,Estado de Espirito Santo,2023
EPI2505082,Aves,Not Specified,,,,Europe,United Kingdom,England,2023
EPI2671502,Aves,Not Specified,,,,Europe,Spain,,2023
EPI2743251,Aves,Not Specified,,,,Europe,Poland,Pomeranian Voivodeship,2023
EPI3226875,Aves,Anseriformes,Anatidae,,,Europe,Netherlands,,2023
EPI3229719,Mammalia,Not Specified,,,,Europe,Poland,Pomeranian Voivodeship,2023
EPI3229753,Mammalia,Not Specified,,,,Europe,Poland,Pomeranian Voivodeship,2023
EPI171644,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,China,Qinghai Province,2007
EPI433333,Aves,Anseriformes,Anatidae,,,Asia,Kazakhstan,Kostanay,2007
EPI222502,Aves,Not Specified,,,,Asia,Vietnam,,2009
EPI2733556,Aves,Anseriformes,Anatidae,,,Europe,Russian Federation,Tyva Republic,2009
EPI2733557,,Not Specified,,,,Europe,Russian Federation,Tyva Republic,2009
EPI336996,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2009
EPI336997,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2009
EPI336998,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2009
EPI336999,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2009
EPI337000,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2009
EPI337001,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2009
EPI1557059,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Russian Federation,,2010
EPI1583444,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bangladesh,,2014
EPI658903,Aves,Not Specified,,,,Asia,Bangladesh,,2014
EPI119133,Aves,Not Specified,,,,North America,Canada,British Columbia,2022
EPI2428618,Aves,Not Specified,,,,North America,Canada,British Columbia,2022
EPI2428657,Aves,Not Specified,,,,North America,Canada,British Columbia,2022
EPI2428691,Aves,Not Specified,,,,North America,Canada,British Columbia,2022
EPI2528186,Aves,Not Specified,,,,North America,United States,Massachusetts,2022
EPI2584887,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2703602,Aves,Not Specified,,,,Europe,Belgium,Provincie West-Vlaanderen,2022
EPI2706549,Aves,Galliformes,Phasianidae,Meleagris,,North America,Canada,British Columbia,2022
EPI2706568,Aves,Galliformes,Phasianidae,Meleagris,,North America,Canada,British Columbia,2022
EPI2706647,Aves,Galliformes,Phasianidae,Meleagris,,North America,Canada,British Columbia,2022
EPI2706739,Aves,Galliformes,Phasianidae,Meleagris,,North America,Canada,British Columbia,2022
EPI2109851,Aves,Not Specified,,,,Europe,Netherlands,Provincie Zeeland,2023
EPI2232962,Aves,Anseriformes,Anatidae,,,Europe,Poland,Lesser Poland Voivodeship,2023
EPI2300580,Aves,Not Specified,,,,Europe,Poland,Lublin Voivodeship,2023
EPI2300628,Aves,Anseriformes,Anatidae,,,Europe,Poland,Pomeranian Voivodeship,2023
EPI2397408,Aves,Anseriformes,Anatidae,Branta,leucopsis,Europe,Italy,VE,2023
EPI2540297,Mammalia,Not Specified,,,,Europe,United Kingdom,England,2023
EPI2870138,Aves,Not Specified,,,,Europe,Denmark,Region Nordjylland,2023
EPI2895359,Aves,Not Specified,,,,Europe,Poland,Lublin Voivodeship,2023
EPI2895367,Aves,Not Specified,,,,Europe,Poland,Lublin Voivodeship,2023
EPI2906094,Aves,Not Specified,,,,Europe,Sweden,Uppsala Lan,2023
EPI531306,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Vietnam,,2013
EPI2008117,Aves,Anseriformes,Anatidae,,,North America,United States,Georgia,2022
EPI2008133,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,North America,United States,Massachusetts,2022
EPI2073640,Aves,Not Specified,,,,North America,United States,Massachusetts,2022
EPI2073648,Aves,Not Specified,,,,North America,United States,Massachusetts,2022
EPI2073656,Aves,Not Specified,,,,North America,United States,Massachusetts,2022
EPI2100263,Aves,Not Specified,,,,North America,United States,,2022
EPI2701751,Mammalia,Not Specified,,,,North America,United States,,2022
EPI1557056,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bangladesh,,2023
EPI1967001,Aves,Not Specified,,,,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI1967025,Aves,Not Specified,,,,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI1967033,Aves,Not Specified,,,,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2233146,Aves,Not Specified,,,,Europe,Sweden,Vastmanlands Lan,2023
EPI2246973,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bangladesh,,2023
EPI2260734,Mammalia,Not Specified,,,,Asia,Bangladesh,,2023
EPI2260806,Aves,Not Specified,,,,Asia,Bangladesh,,2023
EPI2260854,Aves,Not Specified,,,,Asia,Bangladesh,,2023
EPI2363396,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2363636,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2576422,Aves,Anseriformes,Anatidae,Cygnus,,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2576462,Aves,Anseriformes,Anatidae,,,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2576470,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2666895,Aves,Anseriformes,Anatidae,,,Europe,United Kingdom,Scotland,2023
EPI2776512,Aves,Anseriformes,Anatidae,,,Asia,Bangladesh,,2023
EPI2776520,Aves,Anseriformes,Anatidae,,,Asia,Bangladesh,,2023
EPI2837114,Mammalia,Not Specified,,,,Europe,Italy,Venice,2023
EPI2837124,Mammalia,Not Specified,,,,Europe,Italy,Ravenna,2023
EPI3194335,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Italy,Venice,2023
EPI106414,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Russian Federation,Tyva Republic,2006
EPI106676,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Russian Federation,Tyva Republic,2006
EPI573315,Aves,Anseriformes,Anatidae,,,Europe,Russian Federation,Tyva Republic,2006
EPI425160,Aves,Not Specified,,,,Asia,Vietnam,,2011
EPI669127,Aves,Anseriformes,Anatidae,,,Asia,Israel,,2015
EPI545452,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bangladesh,Dhaka Division,2021
EPI1987674,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2526385,Aves,Not Specified,,,,Europe,Netherlands,"Walcheren, 't Vroon Westkapelle",2022
EPI2584882,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2584886,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2712955,Aves,Not Specified,,,,North America,Canada,Quebec,2022
EPI2840462,Environment,Not Specified,,,,Europe,Netherlands,"Walcheren, 't Vroon Westkapelle",2022
EPI3093143,Aves,Anseriformes,Anatidae,Cygnus,,Europe,Netherlands,"Walcheren, 't Vroon Westkapelle",2022
EPI1967017,Aves,Not Specified,,,,Europe,Netherlands,"Bliek, Haringvliet",2023
EPI2140545,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Poland,Lublin Voivodeship,2023
EPI2188235,Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,South America,Brazil,Estado de Espirito Santo,2023
EPI2258975,Aves,Not Specified,,,,Europe,Italy,RA,2023
EPI2616190,Mammalia,Carnivora,Felidae,Felis,catus,Europe,Poland,Lublin Voivodeship,2023
EPI2640920,Aves,Not Specified,,,,Europe,Netherlands,"Bliek, Haringvliet",2023
EPI2640959,Aves,Not Specified,,,,Europe,Netherlands,"Bliek, Haringvliet",2023
EPI2640991,Aves,Not Specified,,,,Europe,Netherlands,"Bliek, Haringvliet",2023
EPI2973651,Aves,Not Specified,,,,Europe,United Kingdom,England,2023
EPI136747,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,,2007
EPI171612,Aves,Anseriformes,Anatidae,Cygnus,olor,Asia,China,Qinghai Province,2007
EPI321292,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2007
EPI321525,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,,2007
EPI321526,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,,2007
EPI321528,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,,2007
EPI227301,Aves,Anseriformes,Anatidae,,,Asia,China,Qinghai Province,2008
EPI1191,Insecta,Not Specified,,,,Asia,Bangladesh,,2009
EPI168032,Aves,Not Specified,,,,Asia,China,Guangxi,2012
EPI1681394,Environment,Not Specified,,,,Asia,Indonesia,West Java,2013
EPI2086010,Aves,Passeriformes,Corvidae,Corvus,,North America,United States,Massachusetts,2022
EPI2086058,Aves,Anseriformes,,,,North America,United States,Massachusetts,2022
EPI2689473,Aves,Anseriformes,Anatidae,,,Europe,Netherlands,Provincie Friesland,2022
EPI2140571,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Poland,Lublin Voivodeship,2023
EPI2140669,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Poland,Lublin Voivodeship,2023
EPI2167263,Aves,Struthioniformes,Struthionidae,Struthio,,Europe,Finland,,2023
EPI2258967,Aves,Not Specified,,,,Europe,Italy,FE,2023
EPI2616214,Mammalia,Carnivora,Felidae,Felis,catus,Europe,Poland,Lower Silesian Voivodeship,2023
EPI2755629,Mammalia,Not Specified,,,,Europe,Finland,,2023
EPI1989319,Aves,Not Specified,,,,Asia,Vietnam,,2004
EPI1990181,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Vietnam,,2006
EPI1583606,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bangladesh,,2015
EPI2584888,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2704490,Aves,Not Specified,,,,Europe,Sweden,Hallands Lan,2022
EPI2780490,Aves,Not Specified,,,,Europe,Netherlands,"Vlieland, Noordzee strand",2022
EPI1995586,Aves,Not Specified,,,,Europe,Sweden,Gotlands Lan,2023
EPI2140598,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Poland,Lublin Voivodeship,2023
EPI2140624,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Poland,Greater Poland Voivodeship,2023
EPI2140686,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Poland,Opole Voivodeship,2023
EPI2640975,Aves,Not Specified,,,,Europe,Netherlands,"Hoorn, Nesweg",2023
EPI2973652,Aves,Anseriformes,Anatidae,,,Europe,United Kingdom,Scotland,2023
EPI416368,Aves,Anseriformes,Anatidae,,,Europe,United Kingdom,England,2023
EPI840361,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,Vietnam,2005
EPI669129,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Israel,,2015
EPI2584989,Environment,Not Specified,,,,Asia,Indonesia,West Java,2016
EPI2584889,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2208895,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Belgium,Provincie Vlaams-Brabant,2023
EPI2505091,Aves,Not Specified,,,,Europe,United Kingdom,Scotland,2023
EPI2856671,Aves,Not Specified,,,,Europe,Spain,,2023
EPI531287,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Cambodia,,2013
EPI550486,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Israel,,2015
EPI2150634,Aves,Anseriformes,Anatidae,Branta,leucopsis,North America,Canada,Alberta,2022
EPI2220338,Aves,Not Specified,,,,North America,Canada,Nova Scotia,2022
EPI2310282,Aves,Suliformes,Phalacrocoracidae,,,North America,United States,Maine,2022
EPI1930011,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Poland,,2023
EPI2608595,Mammalia,Carnivora,Canidae,,,Europe,Finland,,2023
EPI2782584,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,United Kingdom,Wales,2023
EPI698467,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bangladesh,,2011
EPI100512,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,West Java,2012
EPI669126,Aves,Anseriformes,Anatidae,,,Asia,Israel,,2015
EPI898350,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,Lampung,2020
EPI2773648,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Russian Federation,,2021
EPI1938844,Aves,Anseriformes,Anatidae,Branta,leucopsis,North America,United States,Maine,2022
EPI2167230,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,North America,United States,Maine,2022
EPI2232754,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Sweden,Vastra Gotalands Lan,2022
EPI2310114,Aves,Falconiformes,Falconidae,Falco,peregrinus,North America,United States,Maine,2022
EPI2310122,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,North America,United States,Maine,2022
EPI2310138,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,North America,United States,Maine,2022
EPI2314357,Aves,Falconiformes,Falconidae,Falco,peregrinus,Europe,Spain,,2022
EPI2314380,Aves,Anseriformes,Anatidae,,,Europe,Spain,,2022
EPI2428762,Aves,Not Specified,,,,North America,Canada,British Columbia,2022
EPI2540496,Aves,Not Specified,,,,Europe,Sweden,Hallands Lan,2022
EPI2584890,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2584891,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2584897,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2647337,Aves,Anseriformes,Anatidae,,,Europe,France,,2022
EPI2710658,Aves,Not Specified,,,,Europe,Denmark,,2022
EPI1927689,Aves,Anseriformes,Anatidae,Anser,anser,Europe,Poland,,2023
EPI2505063,Aves,Not Specified,,,,Europe,United Kingdom,Scotland,2023
EPI2632288,Aves,Falconiformes,Falconidae,Falco,peregrinus,Europe,United Kingdom,England,2023
EPI2782576,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,United Kingdom,England,2023
EPI2973654,Aves,Anseriformes,Anatidae,,,Europe,United Kingdom,England,2023
EPI593756,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2004
EPI347630,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,Tinh Thanh Hoa,2010
EPI749305,Environment,Not Specified,,,,Asia,China,,2015
EPI2071688,Aves,Anseriformes,Anatidae,,,Europe,Sweden,Uppsala Lan,2022
EPI2310154,Aves,Passeriformes,Corvidae,Corvus,,North America,United States,Massachusetts,2022
EPI2957735,Aves,Anseriformes,Anatidae,Branta,leucopsis,Europe,Germany,Schleswig-Holstein,2022
EPI1966978,Aves,Not Specified,,,,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI1966986,Aves,Not Specified,,,,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2069030,Aves,Not Specified,,,,Europe,Belgium,Provincie West-Vlaanderen,2023
EPI2363475,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2415799,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Belgium,Provincie West-Vlaanderen,2023
EPI2576430,Aves,Anseriformes,Anatidae,Cygnus,,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2640967,Aves,Not Specified,,,,Europe,Netherlands,Marker Wadden,2023
EPI2640983,Aves,Not Specified,,,,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2641007,Aves,Not Specified,,,,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2641023,Aves,Not Specified,,,,Europe,Netherlands,"IJsselmeer, Enkhuizen, De Kreupel",2023
EPI2691197,Aves,Not Specified,,,,Europe,United Kingdom,Scotland,2023
EPI2699163,Aves,Not Specified,,,,Europe,United Kingdom,England,2023
EPI2841603,Aves,Not Specified,,,,Europe,Belgium,Provincie West-Vlaanderen,2023
EPI20528,Aves,Not Specified,,,,Asia,China,Guangxi Zhuang Autonomous Region,2002
EPI21054,Aves,Anseriformes,Anatidae,,,Asia,China,Guangxi Zhuang Autonomous Region,2002
EPI21056,Aves,Anseriformes,Anatidae,,,Asia,China,Guangxi Zhuang Autonomous Region,2002
EPI123736,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,West Java,2006
EPI123738,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,West Java,2006
EPI123740,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,Papua,2006
EPI123746,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,Papua,2006
EPI123748,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,Papua,2006
EPI123833,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,,2006
EPI123838,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2006
EPI2035260,Aves,Not Specified,,,,Asia,Indonesia,East Java,2006
EPI2035394,Aves,Not Specified,,,,Asia,Indonesia,West Papua,2006
EPI2035397,Aves,Not Specified,,,,Asia,Indonesia,West Papua,2006
EPI2035423,Aves,Not Specified,,,,Asia,Indonesia,West Papua,2006
EPI2035438,Aves,Not Specified,,,,Asia,Indonesia,West Java,2006
EPI2035441,Aves,Not Specified,,,,Asia,Indonesia,West Java,2006
EPI492524,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,Central Java,2006
EPI1040221,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bangladesh,,2011
EPI2584626,Aves,Not Specified,,,,Asia,Indonesia,,2011
EPI2584627,Aves,Not Specified,,,,Asia,Indonesia,,2011
EPI2584628,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2011
EPI2807586,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,,2012
EPI2807594,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,,2012
EPI376537,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2012
EPI10275,,Not Specified,,,,Asia,Indonesia,,2013
EPI2584505,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2013
EPI2584676,Environment,Not Specified,,,,Asia,Indonesia,,2013
EPI376557,Mammalia,Carnivora,Mustelidae,Mustela,furo,Asia,Indonesia,,2013
EPI620572,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,,2013
EPI898145,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Vietnam,,2013
EPI898157,Aves,Not Specified,,,,Asia,Vietnam,,2013
EPI99304,Aves,Not Specified,,,,Asia,Indonesia,,2013
EPI1785198,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Laos,,2016
EPI2584357,Environment,Not Specified,,,,Asia,Bangladesh,,2016
EPI2584376,Aves,Anseriformes,Anatidae,,,Asia,Bangladesh,,2016
EPI2584377,Aves,Anseriformes,Anatidae,,,Asia,Bangladesh,,2016
EPI2710512,Aves,Not Specified,,,,Europe,Finland,,2021
EPI2008109,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Georgia,2022
EPI2704044,Aves,Not Specified,,,,Europe,Netherlands,Provincie Noord-Holland,2022
EPI2872957,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,United Kingdom,England,2022
EPI1995282,Mammalia,Not Specified,,,,Europe,United Kingdom,England,2023
EPI2671655,Aves,Not Specified,,,,Europe,Italy,FE,2023
EPI2973650,Aves,Not Specified,,,,Europe,United Kingdom,England,2023
EPI222117,Aves,Charadriiformes,Laridae,Larus,ichthyaetus,Asia,China,Xinjiang Uyghur Autonomous Region,2006
EPI2310680,Aves,Anseriformes,Anatidae,,,North America,United States,Maine,2022
EPI2506843,Mammalia,Not Specified,,,,North America,United States,Maine,2022
EPI2506868,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2882288,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Germany,Hamburg,2022
EPI2244359,Aves,Charadriiformes,Laridae,Larus,fuscus,Europe,Sweden,Vastmanlands Lan,2023
EPI321290,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2007
EPI395446,Aves,Falconiformes,Falconidae,Falco,peregrinus,Asia,China,,2009
EPI395449,Aves,Anseriformes,Anatidae,,,Asia,China,,2009
EPI395453,Aves,Anseriformes,Anatidae,,,Asia,China,,2009
EPI2584378,Aves,Anseriformes,Anatidae,,,Asia,Bangladesh,,2016
EPI2584379,Aves,Anseriformes,Anatidae,,,Asia,Bangladesh,,2016
EPI1398273,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Vietnam,,2018
EPI2035105,Aves,Not Specified,,,,Europe,Netherlands,"Den Oever, Waddenhaven",2022
EPI2310314,Aves,Charadriiformes,Laridae,Larus,marinus,North America,United States,Maine,2022
EPI2635170,Aves,Anseriformes,Anatidae,Anser,anser,Europe,Iceland,,2022
EPI1962121,Aves,Not Specified,,,,Europe,Belgium,Provincie Antwerpen,2023
EPI2208346,Aves,Not Specified,,,,Europe,Finland,,2023
EPI2242456,Aves,Not Specified,,,,Europe,Finland,,2023
EPI2414917,Aves,Not Specified,,,,Europe,Finland,,2023
EPI2414924,Aves,Not Specified,,,,Europe,Finland,,2023
EPI2552793,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,Europe,Finland,,2023
EPI2639891,Aves,Not Specified,,,,Europe,Italy,FE,2023
EPI2760302,Aves,Charadriiformes,Laridae,,,Europe,Netherlands,"Bliek, Haringvliet",2023
EPI2995562,Aves,Not Specified,,,,Europe,Finland,,2023
EPI3110584,Mammalia,Not Specified,,,,Europe,Netherlands,"Bliek, Haringvliet",2023
EPI644502,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,China,,2012
EPI589140,Environment,Not Specified,,,,Asia,Cambodia,Khett Takev,2013
EPI956106,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Cambodia,Khett Prey Veng,2013
EPI1994466,Aves,Anseriformes,Anatidae,Branta,leucopsis,Europe,Germany,Lower Saxony,2022
EPI2053817,Aves,Not Specified,,,,Europe,Sweden,Skane Lan,2022
EPI2540384,Aves,Not Specified,,,,Europe,Sweden,Vastra Gotalands Lan,2022
EPI3052684,Aves,Not Specified,,,,Europe,United Kingdom,Scotland,2022
EPI3158650,Aves,Not Specified,,,,Europe,Netherlands,"Ijmuiden, Forteiland",2022
EPI1927101,Aves,Anseriformes,Anatidae,Cygnus,,Europe,Netherlands,"Eiland Stern, Biezum Groningen",2023
EPI2506005,Aves,Not Specified,,,,Asia,North Korea,,2023
EPI2506013,Aves,Not Specified,,,,Asia,North Korea,,2023
EPI2691213,Aves,Not Specified,,,,Europe,United Kingdom,Scotland,2023
EPI2760716,Aves,Not Specified,,,,Europe,Netherlands,Provincie Zeeland,2023
EPI321316,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2007
EPI898596,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Vietnam,,2013
EPI965411,Aves,Anseriformes,Anatidae,Anas,,Asia,Vietnam,,2013
EPI2704197,Aves,Galliformes,Phasianidae,,,Europe,Netherlands,Provincie Overijssel,2022
EPI3010039,Aves,Not Specified,,,,North America,United States,California,2022
EPI2957007,Aves,Not Specified,,,,Europe,United Kingdom,Scotland,2023
EPI124513,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI41890,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI321304,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2007
